Rank;Joueur;Nationalité;Position du joueur;Équipe;Compétition;Âge;Année de naissance;Match joué;Match commencé;Minutes jouées;Minutes jouées (90min);But;Passe décisive;But et passe décisive;But sans le pénalty;Pénalty  réussi;Pénalty raté;Carton jaune;Carton rouge;But attendus;But sans pénalty attendu;Passe décisive attendu;But et passe décisive attendue hors penalty;Progression ballon;Progression passe;Progression dribble;But mis par 90 minutes;Passe décisive faite par 90 minutes;But et passe décisive mis par 90 minutes;But mis par 90 minutes sans les pénalty;But et passe décisive mis par 90 minutes sans pénalty;But attendu pour 90 minutes;Passe décisive attendus pour 90 minutes;Nombre de but et de passe décisive attendus pour 90 minutes;But attendu pour 90 minutes sans penalty;Nombre de but et de passe décisive attendus pour 90 minutes sans penalty
2602;Jeremy Toljan;GER;DF;Sassuolo;it Serie A;28;1994;25;24;2083;23.1;0;5;5;0;0;0;1;0;0.6;0.6;1.6;2.1;35;79;85;0.00;0.22;0.22;0.00;0.22;0.02;0.07;0.09;0.02;0.09
2603;Rafael Tolói;ITA;DF;Atalanta;it Serie A;32;1990;18;10;965;10.7;0;0;0;0;0;0;6;1;0.1;0.1;0.1;0.1;8;53;10;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
2604;Raúl de Tomás;ESP;FW;Rayo Vallecano;es La Liga;28;1994;25;15;1272;14.1;1;2;3;0;1;1;5;0;3.4;2.6;1.3;3.9;11;23;73;0.07;0.14;0.21;0.00;0.14;0.24;0.09;0.33;0.18;0.28
2605;Tiago Tomás;POR;FW,MF;Wolfsburg;de Bundesliga;21;2002;26;11;1032;11.5;1;1;2;1;0;0;3;0;2.7;2.7;0.8;3.5;21;17;112;0.09;0.09;0.17;0.09;0.17;0.23;0.07;0.30;0.23;0.30
2606;Takehiro Tomiyasu;JPN;DF;Arsenal;eng Premier League;24;1998;22;10;1149;12.8;2;1;3;2;0;0;2;1;1.5;1.5;0.4;1.9;17;72;37;0.16;0.08;0.23;0.16;0.23;0.12;0.03;0.15;0.12;0.15
2607;James Tomkins;ENG;DF;Crystal Palace;eng Premier League;34;1989;4;0;10;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2608;Fikayo Tomori;ENG;DF;Milan;it Serie A;25;1997;26;24;2121;23.6;4;0;4;4;0;0;8;1;3.7;3.7;0.2;3.9;16;63;2;0.17;0.00;0.17;0.17;0.17;0.16;0.01;0.16;0.16;0.16
2609;Sandro Tonali;ITA;MF;Newcastle Utd;eng Premier League;23;2000;8;5;438;4.9;1;0;1;1;0;0;2;0;0.7;0.7;0.6;1.3;11;19;21;0.21;0.00;0.21;0.21;0.21;0.13;0.13;0.26;0.13;0.26
2610;Ivan Toney;ENG;FW;Brentford;eng Premier League;27;1996;17;16;1450;16.1;4;2;6;4;0;0;5;0;6.0;6.0;1.5;7.4;23;40;98;0.25;0.12;0.37;0.25;0.37;0.37;0.09;0.46;0.37;0.46
2611;Pablo Torre;ESP;MF,FW;Girona;es La Liga;20;2003;26;4;701;7.8;0;2;2;0;0;0;1;0;0.8;0.8;0.9;1.6;25;65;40;0.00;0.26;0.26;0.00;0.26;0.10;0.11;0.21;0.10;0.21
2612;Raúl Torrente;ESP;DF;Granada;es La Liga;21;2001;17;14;1250;13.9;0;0;0;0;0;0;4;0;0.2;0.2;0.4;0.6;4;33;2;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.04;0.01;0.04
2613;Ferrán Torres;ESP;FW;Barcelona;es La Liga;23;2000;29;12;1211;13.5;7;2;9;7;0;0;2;0;5.5;5.5;2.7;8.2;30;44;113;0.52;0.15;0.67;0.52;0.67;0.41;0.20;0.61;0.41;0.61
2614;Óliver Torres;ESP;MF;Sevilla;es La Liga;28;1994;27;18;1616;18.0;0;1;1;0;0;0;3;0;0.5;0.5;2.2;2.7;40;96;110;0.00;0.06;0.06;0.00;0.06;0.03;0.12;0.15;0.03;0.15
2615;Pau Torres;ESP;DF;Aston Villa;eng Premier League;26;1997;29;27;2464;27.4;2;0;2;2;0;0;1;0;1.0;1.0;0.4;1.4;42;128;16;0.07;0.00;0.07;0.07;0.07;0.04;0.02;0.05;0.04;0.05
2616;Lucas Torró;ESP;MF;Osasuna;es La Liga;29;1994;28;21;1788;19.9;1;0;1;1;0;0;5;0;1.5;1.5;0.6;2.0;3;60;15;0.05;0.00;0.05;0.05;0.05;0.07;0.03;0.10;0.07;0.10
2617;Fabio Torsiello;ITA;FW,DF;Darmstadt 98;de Bundesliga;18;2005;10;1;156;1.7;0;0;0;0;0;0;0;0;0.3;0.3;0.0;0.3;2;4;8;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.16;0.16;0.16
2618;Ahmed Touba;ALG;DF;Lecce;it Serie A;25;1998;6;3;277;3.1;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01
2619;Abdoulaye Touré;GUI;MF;Le Havre;fr Ligue 1;29;1994;30;27;2284;25.4;2;0;2;0;2;2;4;0;3.0;1.4;0.9;2.3;22;148;25;0.08;0.00;0.08;0.00;0.00;0.12;0.04;0.15;0.05;0.09
2620;Souleymane Touré;FRA;DF;Lorient;fr Ligue 1;20;2003;24;23;2051;22.8;1;1;2;1;0;0;6;0;1.7;1.7;0.4;2.2;24;73;25;0.04;0.04;0.09;0.04;0.09;0.08;0.02;0.10;0.08;0.10
2621;Lucas Tousart;FRA;MF;Union Berlin;de Bundesliga;26;1997;23;18;1572;17.5;0;0;0;0;0;0;5;0;1.5;1.5;0.9;2.4;15;51;33;0.00;0.00;0.00;0.00;0.00;0.09;0.05;0.14;0.09;0.14
2622;Andros Townsend;ENG;MF,FW;Luton Town;eng Premier League;32;1991;27;14;1210;13.4;1;3;4;1;0;0;1;0;1.2;1.2;1.3;2.5;47;35;71;0.07;0.22;0.30;0.07;0.30;0.09;0.10;0.19;0.09;0.19
2623;James Trafford;ENG;GK;Burnley;eng Premier League;20;2002;28;28;2520;28.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2624;Adama Traoré;ESP;FW,MF;Fulham;eng Premier League;27;1996;17;1;377;4.2;2;3;5;2;0;0;2;0;1.5;1.5;0.7;2.2;29;16;48;0.48;0.72;1.19;0.48;1.19;0.36;0.17;0.53;0.36;0.53
2625;Bertrand Traoré;BFA;DF,FW;Aston Villa;eng Premier League;27;1995;2;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2626;Bertrand Traoré;BFA;MF;Villarreal;es La Liga;27;1995;11;6;568;6.3;1;0;1;1;0;0;4;0;0.9;0.9;0.4;1.3;29;30;63;0.16;0.00;0.16;0.16;0.16;0.15;0.06;0.21;0.15;0.21
2627;Boubacar Traoré;MLI;MF;Wolves;eng Premier League;21;2001;24;7;819;9.1;0;0;0;0;0;0;4;0;0.3;0.3;0.4;0.7;9;29;15;0.00;0.00;0.00;0.00;0.00;0.03;0.04;0.07;0.03;0.07
2628;Chaka Traorè;CIV;FW;Milan;it Serie A;18;2004;2;0;20;0.2;1;0;1;1;0;0;0;0;0.1;0.1;0.0;0.1;2;0;2;4.50;0.00;4.50;4.50;4.50;0.35;0.00;0.35;0.35;0.35
2629;Daouda Traoré;FRA;MF;Nice;fr Ligue 1;17;2006;1;0;16;0.2;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;1;0;0.00;0.00;0.00;0.00;0.00;0.34;0.00;0.34;0.34;0.34
2630;Hamari Traoré;MLI;DF;Real Sociedad;es La Liga;31;1992;31;27;2292;25.5;0;2;2;0;0;0;7;0;0.5;0.5;1.5;2.1;49;129;83;0.00;0.08;0.08;0.00;0.08;0.02;0.06;0.08;0.02;0.08
2631;Ismaël Traoré;CIV;DF;Metz;fr Ligue 1;36;1986;26;25;2220;24.7;2;0;2;2;0;0;2;0;0.8;0.8;0.2;1.0;1;32;1;0.08;0.00;0.08;0.08;0.08;0.03;0.01;0.04;0.03;0.04
2632;Omar Traoré;GER;DF;Heidenheim;de Bundesliga;25;1998;31;29;2472;27.5;0;2;2;0;0;0;5;0;0.3;0.3;1.3;1.6;61;78;91;0.00;0.07;0.07;0.00;0.07;0.01;0.05;0.06;0.01;0.06
2633;Kevin Trapp;GER;GK;Eint Frankfurt;de Bundesliga;33;1990;32;32;2880;32.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2634;Mark Travers;IRL;GK;Bournemouth;eng Premier League;24;1999;4;4;360;4.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2635;Óscar Trejo;ARG;FW,MF;Rayo Vallecano;es La Liga;35;1988;31;19;1380;15.3;0;0;0;0;0;0;4;1;0.9;0.9;1.3;2.2;28;124;81;0.00;0.00;0.00;0.00;0.00;0.06;0.08;0.14;0.06;0.14
2636;Mike Trésor;BEL;FW,MF;Burnley;eng Premier League;24;1999;16;3;420;4.7;0;0;0;0;0;0;0;0;0.5;0.5;0.4;0.9;15;10;31;0.00;0.00;0.00;0.00;0.00;0.10;0.08;0.18;0.10;0.18
2637;Manu Trigueros;ESP;MF;Villarreal;es La Liga;31;1991;14;2;309;3.4;0;0;0;0;0;0;0;0;0.5;0.5;0.2;0.7;7;20;13;0.00;0.00;0.00;0.00;0.00;0.13;0.07;0.20;0.13;0.20
2638;Christopher Trimmel;AUT;DF;Union Berlin;de Bundesliga;36;1987;26;19;1646;18.3;0;2;2;0;0;0;2;1;0.6;0.5;2.1;2.6;23;86;65;0.00;0.11;0.11;0.00;0.11;0.03;0.11;0.14;0.03;0.14
2639;Kieran Trippier;ENG;DF;Newcastle Utd;eng Premier League;32;1990;28;26;2236;24.8;1;10;11;1;0;0;5;0;0.7;0.7;7.5;8.2;34;157;128;0.04;0.40;0.44;0.04;0.44;0.03;0.30;0.33;0.03;0.33
2640;Leandro Trossard;BEL;FW,MF;Arsenal;eng Premier League;28;1994;34;18;1649;18.3;12;1;13;12;0;0;2;0;7.9;7.9;2.8;10.7;66;76;155;0.65;0.05;0.71;0.65;0.71;0.43;0.15;0.58;0.43;0.58
2641;Adrien Truffert;FRA;DF;Rennes;fr Ligue 1;21;2001;30;24;2145;23.8;1;2;3;1;0;0;6;0;1.7;1.7;1.8;3.5;51;98;181;0.04;0.08;0.13;0.04;0.13;0.07;0.08;0.15;0.07;0.15
2642;Auston Trusty;USA;DF;Sheffield Utd;eng Premier League;24;1998;32;28;2572;28.6;0;0;0;0;0;0;4;0;0.4;0.4;1.1;1.5;10;40;15;0.00;0.00;0.00;0.00;0.00;0.01;0.04;0.05;0.01;0.05
2643;Kostas Tsimikas;GRE;DF;Liverpool;eng Premier League;27;1996;13;8;679;7.5;0;3;3;0;0;0;0;0;0.1;0.1;1.0;1.1;24;31;73;0.00;0.40;0.40;0.00;0.40;0.01;0.14;0.15;0.01;0.15
2644;Viktor Tsyhankov;UKR;MF,FW;Girona;es La Liga;25;1997;30;26;2052;22.8;8;7;15;8;0;0;0;0;6.2;6.2;5.9;12.1;65;89;226;0.35;0.31;0.66;0.35;0.66;0.27;0.26;0.53;0.27;0.53
2645;Stefano Turati;ITA;GK;Frosinone;it Serie A;21;2001;31;31;2745;30.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2646;Matt Turner;USA;GK;Nott'ham Forest;eng Premier League;29;1994;17;17;1530;17.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2647;Beñat Turrientes;ESP;MF;Real Sociedad;es La Liga;21;2002;29;19;1687;18.7;0;1;1;0;0;0;4;0;1.2;1.2;0.5;1.8;26;51;31;0.00;0.05;0.05;0.00;0.05;0.06;0.03;0.09;0.06;0.09
2648;Tuta;BRA;DF;Eint Frankfurt;de Bundesliga;24;1999;30;30;2600;28.9;1;2;3;1;0;0;3;2;1.4;1.4;2.1;3.5;22;138;46;0.03;0.07;0.10;0.03;0.10;0.05;0.07;0.12;0.05;0.12
2649;Destiny Udogie;ITA;DF;Tottenham;eng Premier League;20;2002;28;28;2391;26.6;2;3;5;2;0;0;7;1;2.4;2.4;2.2;4.6;83;155;138;0.08;0.11;0.19;0.08;0.19;0.09;0.08;0.17;0.09;0.17
2650;Matthieu Udol;FRA;DF;Metz;fr Ligue 1;27;1996;30;30;2700;30.0;3;3;6;3;0;0;5;0;1.4;1.4;3.1;4.5;46;98;86;0.10;0.10;0.20;0.10;0.20;0.05;0.10;0.15;0.05;0.15
2651;Manuel Ugarte Ribeiro;URU;MF;Paris S-G;fr Ligue 1;22;2001;25;21;1932;21.5;0;2;2;0;0;0;5;0;0.6;0.6;0.9;1.5;16;87;24;0.00;0.09;0.09;0.00;0.09;0.03;0.04;0.07;0.03;0.07
2652;Lesley Ugochukwu;FRA;MF;Chelsea;eng Premier League;19;2004;12;3;301;3.3;0;0;0;0;0;0;2;0;0.0;0.0;0.1;0.1;8;17;3;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03
2653;Lukas Ullrich;GER;DF,FW;Gladbach;de Bundesliga;19;2004;4;0;47;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2654;Sven Ulreich;GER;GK;Bayern Munich;de Bundesliga;34;1988;11;11;990;11.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2655;Samuel Umtiti;FRA;DF;Lille;fr Ligue 1;29;1993;6;2;185;2.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2656;Enes Ünal;TUR;FW,MF;Bournemouth;eng Premier League;26;1997;16;2;328;3.6;2;2;4;2;0;0;1;0;2.9;2.9;1.0;3.9;4;7;28;0.55;0.55;1.10;0.55;1.10;0.80;0.28;1.07;0.80;1.07
2657;Enes Ünal;TUR;FW,MF;Getafe;es La Liga;26;1997;3;1;140;1.6;0;1;1;0;0;0;0;0;0.1;0.1;0.4;0.5;2;1;7;0.00;0.64;0.64;0.00;0.64;0.06;0.24;0.30;0.06;0.30
2658;Deniz Undav;GER;FW,MF;Stuttgart;de Bundesliga;27;1996;30;23;2089;23.2;18;10;28;18;0;1;5;0;15.0;14.3;6.5;20.8;45;120;182;0.78;0.43;1.21;0.78;1.21;0.65;0.28;0.93;0.61;0.90
2659;Dayot Upamecano;FRA;DF;Bayern Munich;de Bundesliga;24;1998;25;19;1762;19.6;1;0;1;1;0;0;3;1;1.7;1.7;0.5;2.1;28;137;10;0.05;0.00;0.05;0.05;0.05;0.08;0.02;0.11;0.08;0.11
2660;Kacper Urbanski;POL;MF,FW;Bologna;it Serie A;18;2004;22;9;926;10.3;0;1;1;0;0;0;2;0;1.1;1.1;0.8;1.9;25;31;78;0.00;0.10;0.10;0.00;0.10;0.10;0.08;0.19;0.10;0.19
2661;Mark Uth;GER;MF,FW;Köln;de Bundesliga;31;1991;11;3;373;4.1;0;1;1;0;0;0;2;0;2.0;2.0;1.4;3.4;12;13;29;0.00;0.24;0.24;0.00;0.24;0.49;0.33;0.83;0.49;0.83
2662;Myrto Uzuni;ALB;FW;Granada;es La Liga;28;1995;34;28;2448;27.2;11;1;12;7;4;5;3;0;12.9;9.0;2.6;11.6;21;18;90;0.40;0.04;0.44;0.26;0.29;0.48;0.09;0.57;0.33;0.43
2663;Josha Vagnoman;GER;DF;Stuttgart;de Bundesliga;22;2000;18;12;1183;13.1;2;2;4;2;0;0;2;0;1.3;1.3;1.3;2.6;19;33;67;0.15;0.15;0.30;0.15;0.30;0.10;0.10;0.20;0.10;0.20
2664;Óscar Valentín;ESP;MF;Rayo Vallecano;es La Liga;28;1994;34;32;2692;29.9;1;0;1;1;0;0;7;1;1.7;1.7;0.6;2.2;24;132;11;0.03;0.00;0.03;0.03;0.03;0.06;0.02;0.07;0.06;0.07
2665;Emanuele Valeri;ITA;DF;Frosinone;it Serie A;24;1998;16;14;1178;13.1;0;1;1;0;0;0;3;0;0.9;0.9;2.4;3.3;38;41;61;0.00;0.08;0.08;0.00;0.08;0.07;0.19;0.25;0.07;0.25
2666;Martin Valjent;SVK;DF;Mallorca;es La Liga;27;1995;28;28;2349;26.1;0;1;1;0;0;0;5;0;0.3;0.3;0.9;1.2;22;61;27;0.00;0.04;0.04;0.00;0.04;0.01;0.03;0.05;0.01;0.05
2667;Jesús Vallejo;ESP;DF;Granada;es La Liga;26;1997;3;1;108;1.2;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2668;Álvaro Vallés;ESP;GK;Las Palmas;es La Liga;26;1997;37;37;3263;36.3;0;0;0;0;0;0;2;1;0.0;0.0;0.0;0.0;0;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2669;Federico Valverde;URU;MF;Real Madrid;es La Liga;25;1998;37;33;2904;32.3;2;7;9;2;0;0;2;0;3.5;3.5;5.8;9.3;104;231;102;0.06;0.22;0.28;0.06;0.28;0.11;0.18;0.29;0.11;0.29
2670;Kévin Van Den Kerkhof;ALG;FW,MF;Metz;fr Ligue 1;27;1996;29;21;1913;21.3;1;2;3;1;0;0;2;0;1.5;1.5;3.5;5.0;65;28;145;0.05;0.09;0.14;0.05;0.14;0.07;0.16;0.24;0.07;0.24
2671;Siebe Van Der Heyden;BEL;DF;Mallorca;es La Liga;25;1998;6;4;286;3.2;0;0;0;0;0;0;2;1;0.2;0.2;0.0;0.2;1;1;1;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.05;0.05;0.05
2672;Virgil van Dijk;NED;DF;Liverpool;eng Premier League;32;1991;36;36;3177;35.3;2;2;4;2;0;0;3;1;2.8;2.8;1.6;4.4;32;200;7;0.06;0.06;0.11;0.06;0.11;0.08;0.04;0.12;0.08;0.12
2673;Vanderson;BRA;DF;Monaco;fr Ligue 1;22;2001;20;20;1641;18.2;3;1;4;3;0;0;6;1;2.1;2.1;1.4;3.5;26;71;129;0.16;0.05;0.22;0.16;0.22;0.12;0.08;0.19;0.12;0.19
2674;Raphaël Varane;FRA;DF;Manchester Utd;eng Premier League;30;1993;22;16;1375;15.3;1;0;1;1;0;0;2;0;1.3;1.3;0.1;1.3;16;59;2;0.07;0.00;0.07;0.07;0.07;0.08;0.00;0.09;0.08;0.09
2675;Ruben Vargas;SUI;MF,FW;Augsburg;de Bundesliga;24;1998;31;25;1962;21.8;4;5;9;4;0;0;3;0;3.9;3.9;2.4;6.3;57;77;145;0.18;0.23;0.41;0.18;0.41;0.18;0.11;0.29;0.18;0.29
2676;Johan Vásquez;MEX;DF;Genoa;it Serie A;24;1998;37;32;2850;31.7;1;1;2;1;0;0;6;0;1.9;1.9;0.8;2.7;29;81;61;0.03;0.03;0.06;0.03;0.06;0.06;0.03;0.08;0.06;0.08
2677;José Luis García Vayá;ESP;MF;Valencia;es La Liga;24;1998;37;37;3302;36.7;7;1;8;0;7;8;4;0;7.3;1.0;3.2;4.2;30;251;43;0.19;0.03;0.22;0.00;0.03;0.20;0.09;0.29;0.03;0.11
2678;Borja Vázquez;ESP;FW;Cádiz;es La Liga;18;2005;1;0;4;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;1.70;1.70;0.00;1.70
2679;Jesus Vazquez;ESP;DF,MF;Valencia;es La Liga;20;2003;20;6;716;8.0;1;0;1;1;0;0;1;0;1.2;1.2;0.1;1.3;13;15;29;0.13;0.00;0.13;0.13;0.13;0.15;0.02;0.16;0.15;0.16
2680;Kevin Vázquez;ESP;DF;Celta Vigo;es La Liga;30;1993;12;10;700;7.8;0;0;0;0;0;0;3;0;0.0;0.0;0.2;0.2;6;28;20;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.03;0.00;0.03
2681;Lucas Vázquez;ESP;DF;Real Madrid;es La Liga;32;1991;29;14;1419;15.8;3;6;9;3;0;0;0;0;1.2;1.1;3.8;4.8;28;58;160;0.19;0.38;0.57;0.19;0.57;0.07;0.24;0.31;0.07;0.31
2682;Matías Vecino;URU;MF;Lazio;it Serie A;31;1991;31;8;1153;12.8;6;1;7;6;0;0;8;0;3.7;3.7;0.4;4.1;16;74;43;0.47;0.08;0.55;0.47;0.55;0.29;0.03;0.32;0.29;0.32
2683;Gabriel Veiga;ESP;FW;Celta Vigo;es La Liga;21;2002;1;0;18;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2684;Alejo Véliz;ARG;FW;Tottenham;eng Premier League;19;2003;8;0;50;0.6;1;0;1;1;0;0;1;0;0.2;0.2;0.0;0.2;0;1;3;1.80;0.00;1.80;1.80;1.80;0.45;0.00;0.45;0.45;0.45
2685;Alejo Véliz;ARG;FW;Sevilla;es La Liga;19;2003;6;0;35;0.4;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;0;0;1;0.00;0.00;0.00;0.00;0.00;0.58;0.00;0.58;0.58;0.58
2686;Miloš Veljković;SRB;DF;Werder Bremen;de Bundesliga;27;1995;23;21;1920;21.3;2;1;3;2;0;0;2;0;1.7;1.7;0.8;2.5;16;89;13;0.09;0.05;0.14;0.09;0.14;0.08;0.04;0.12;0.08;0.12
2687;Joël Veltman;NED;DF;Brighton;eng Premier League;31;1992;27;17;1588;17.6;1;1;2;1;0;0;4;0;0.4;0.4;0.5;0.9;24;85;54;0.06;0.06;0.11;0.06;0.11;0.02;0.03;0.05;0.02;0.05
2688;Micky van de Ven;NED;DF;Tottenham;eng Premier League;22;2001;27;27;2339;26.0;3;0;3;3;0;0;5;0;0.6;0.6;0.0;0.6;19;108;9;0.12;0.00;0.12;0.12;0.12;0.02;0.00;0.02;0.02;0.02
2689;Lorenzo Venuti;ITA;DF;Lecce;it Serie A;28;1995;14;3;364;4.0;0;0;0;0;0;0;1;0;0.1;0.1;0.3;0.4;7;16;15;0.00;0.00;0.00;0.00;0.00;0.02;0.07;0.10;0.02;0.10
2690;Bart Verbruggen;NED;GK;Brighton;eng Premier League;20;2002;21;21;1890;21.0;0;0;0;0;0;0;3;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2691;Simone Verdi;ITA;FW;Torino;it Serie A;31;1992;1;0;4;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;1.50;1.50;0.00;1.50
2692;Jordan Veretout;FRA;MF;Marseille;fr Ligue 1;30;1993;29;24;2183;24.3;1;2;3;1;0;0;4;0;2.9;2.9;5.0;7.9;53;194;81;0.04;0.08;0.12;0.04;0.12;0.12;0.21;0.33;0.12;0.33
2693;Arthur Vermeeren;BEL;MF;Atlético Madrid;es La Liga;18;2005;5;2;162;1.8;0;0;0;0;0;0;2;0;0.0;0.0;0.1;0.1;2;7;7;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.04
2694;Yorbe Vertessen;BEL;FW,MF;Union Berlin;de Bundesliga;22;2001;13;7;593;6.6;3;2;5;3;0;0;1;0;2.7;2.7;1.3;4.0;10;13;39;0.46;0.30;0.76;0.46;0.76;0.41;0.20;0.61;0.41;0.61
2695;Mikel Vesga;ESP;MF;Athletic Club;es La Liga;30;1993;27;18;1534;17.0;3;1;4;1;2;2;2;0;2.7;1.1;1.2;2.3;10;88;29;0.18;0.06;0.23;0.06;0.12;0.16;0.07;0.23;0.07;0.14
2696;Guglielmo Vicario;ITA;GK;Tottenham;eng Premier League;26;1996;38;38;3420;38.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2697;Carlos Vicente;ESP;FW;Alavés;es La Liga;24;1999;18;12;1114;12.4;2;4;6;2;0;0;1;0;2.3;2.3;3.7;6.0;23;23;82;0.16;0.32;0.48;0.16;0.48;0.19;0.30;0.49;0.19;0.49
2698;Nacho Vidal;ESP;DF,FW;Osasuna;es La Liga;28;1995;7;0;96;1.1;1;0;1;1;0;0;0;0;0.3;0.3;0.0;0.3;0;1;4;0.94;0.00;0.94;0.94;0.94;0.28;0.01;0.29;0.28;0.29
2699;Nacho Vidal;ESP;DF;Mallorca;es La Liga;28;1995;8;5;416;4.6;0;0;0;0;0;0;2;0;1.0;1.0;0.2;1.2;5;15;31;0.00;0.00;0.00;0.00;0.00;0.23;0.04;0.26;0.23;0.26
2700;Fabio Vieira;POR;MF,FW;Arsenal;eng Premier League;23;2000;11;2;297;3.3;1;2;3;0;1;1;0;1;1.3;0.5;1.6;2.1;12;15;30;0.30;0.61;0.91;0.00;0.61;0.38;0.49;0.87;0.14;0.64
2701;Fran Vieites;ESP;GK;Betis;es La Liga;24;1999;4;3;315;3.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2702;Jonathan Viera;ESP;MF,FW;Las Palmas;es La Liga;33;1989;9;7;617;6.9;2;1;3;0;2;2;1;0;2.3;0.7;1.0;1.7;26;65;37;0.29;0.15;0.44;0.00;0.15;0.33;0.14;0.47;0.10;0.24
2703;Jonathan Viera;ESP;MF;Almería;es La Liga;33;1989;12;12;912;10.1;0;3;3;0;0;0;3;1;1.3;1.3;2.7;3.9;35;68;29;0.00;0.30;0.30;0.00;0.30;0.13;0.26;0.39;0.13;0.39
2704;Emanuel Vignato;ITA;MF,FW;Salernitana;it Serie A;22;2000;9;3;311;3.5;0;1;1;0;0;0;1;0;0.0;0.0;0.3;0.4;5;11;14;0.00;0.29;0.29;0.00;0.29;0.01;0.10;0.11;0.01;0.11
2705;Samuele Vignato;ITA;MF,FW;Monza;it Serie A;19;2004;10;3;343;3.8;1;0;1;1;0;0;2;0;1.7;1.7;0.2;1.8;13;13;20;0.26;0.00;0.26;0.26;0.26;0.44;0.04;0.48;0.44;0.48
2706;Oscar Vilhelmsson;SWE;FW,MF;Darmstadt 98;de Bundesliga;19;2003;26;16;1374;15.3;4;1;5;4;0;0;2;0;4.1;4.1;0.7;4.7;16;7;72;0.26;0.07;0.33;0.26;0.33;0.27;0.04;0.31;0.27;0.31
2707;Toni Villa;ESP;FW;Girona;es La Liga;28;1995;2;0;13;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;3;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.17;0.17;0.17
2708;Asier Villalibre;ESP;FW;Athletic Club;es La Liga;25;1997;18;4;513;5.7;2;1;3;2;0;0;0;0;1.7;1.7;1.0;2.7;6;10;29;0.35;0.18;0.53;0.35;0.53;0.30;0.17;0.47;0.30;0.47
