Rank;Joueur;Nationalité;Position du joueur;Équipe;Compétition;Âge;Année de naissance;Match joué;Match commencé;Minutes jouées;Minutes jouées (90min);But;Passe décisive;But et passe décisive;But sans le pénalty;Pénalty  réussi;Pénalty raté;Carton jaune;Carton rouge;But attendus;But sans pénalty attendu;Passe décisive attendu;But et passe décisive attendue hors penalty;Progression ballon;Progression passe;Progression dribble;But mis par 90 minutes;Passe décisive faite par 90 minutes;But et passe décisive mis par 90 minutes;But mis par 90 minutes sans les pénalty;But et passe décisive mis par 90 minutes sans pénalty;But attendu pour 90 minutes;Passe décisive attendus pour 90 minutes;Nombre de but et de passe décisive attendus pour 90 minutes;But attendu pour 90 minutes sans penalty;Nombre de but et de passe décisive attendus pour 90 minutes sans penalty
2494;Stijn Spierings;NED;MF;Toulouse;fr Ligue 1;27;1996;22;16;1516;16.8;0;1;1;0;0;0;5;0;0.4;0.4;0.6;1.0;16;157;22;0.00;0.06;0.06;0.00;0.06;0.02;0.03;0.06;0.02;0.06
2495;Stijn Spierings;NED;MF;Lens;fr Ligue 1;27;1996;4;1;118;1.3;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;9;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2496;Leonardo Spinazzola;ITA;DF;Roma;it Serie A;30;1993;24;15;1312;14.6;1;2;3;1;0;0;0;0;0.2;0.2;3.0;3.2;108;52;74;0.07;0.14;0.21;0.07;0.21;0.02;0.21;0.22;0.02;0.22
2497;Marco Sportiello;ITA;GK;Milan;it Serie A;31;1992;7;7;630;7.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2498;Anton Stach;GER;MF;Hoffenheim;de Bundesliga;24;1998;31;26;2321;25.8;2;3;5;2;0;0;4;0;1.7;1.7;3.5;5.2;49;143;46;0.08;0.12;0.19;0.08;0.19;0.07;0.13;0.20;0.07;0.20
2499;Anton Stach;GER;MF;Mainz 05;de Bundesliga;24;1998;2;2;170;1.9;0;0;0;0;0;0;0;0;0.2;0.2;0.1;0.3;3;8;10;0.00;0.00;0.00;0.00;0.00;0.10;0.06;0.16;0.10;0.16
2500;Jens Stage;DEN;MF;Werder Bremen;de Bundesliga;26;1996;30;26;2327;25.9;3;1;4;3;0;0;5;1;4.4;4.4;1.9;6.3;24;85;60;0.12;0.04;0.15;0.12;0.15;0.17;0.07;0.24;0.17;0.24
2501;Benjamin Stambouli;FRA;MF;Reims;fr Ligue 1;32;1990;7;3;286;3.2;0;1;1;0;0;0;4;0;0.1;0.1;0.1;0.2;2;8;2;0.00;0.31;0.31;0.00;0.31;0.02;0.03;0.05;0.02;0.05
2502;Josip Stanišić;CRO;DF;Leverkusen;de Bundesliga;23;2000;20;13;1261;14.0;3;1;4;3;0;0;3;0;0.8;0.8;1.7;2.4;49;92;63;0.21;0.07;0.29;0.21;0.29;0.05;0.12;0.17;0.05;0.17
2503;Carl Starfelt;SWE;DF;Celta Vigo;es La Liga;28;1995;27;26;2216;24.6;1;0;1;1;0;0;4;0;1.4;1.4;0.2;1.6;5;38;1;0.04;0.00;0.04;0.04;0.04;0.06;0.01;0.06;0.06;0.06
2504;Niklas Stark;GER;DF;Werder Bremen;de Bundesliga;28;1995;17;12;1088;12.1;2;0;2;2;0;0;4;0;0.2;0.2;0.0;0.2;5;37;1;0.17;0.00;0.17;0.17;0.17;0.02;0.00;0.02;0.02;0.02
2505;Jason Steele;ENG;GK;Brighton;eng Premier League;32;1990;17;17;1530;17.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2506;Pascal Stenzel;GER;DF;Stuttgart;de Bundesliga;27;1996;23;14;1064;11.8;0;5;5;0;0;0;3;1;0.3;0.3;3.2;3.5;34;85;46;0.00;0.42;0.42;0.00;0.42;0.03;0.27;0.29;0.03;0.29
2507;Leonidas Stergiou;SUI;DF;Stuttgart;de Bundesliga;21;2002;15;6;594;6.6;1;0;1;1;0;0;0;0;0.4;0.4;0.4;0.8;6;17;22;0.15;0.00;0.15;0.15;0.15;0.05;0.06;0.11;0.05;0.11
2508;Raheem Sterling;ENG;FW,MF;Chelsea;eng Premier League;28;1994;31;22;1978;22.0;8;4;12;8;0;0;7;0;6.5;6.5;4.5;11.0;120;78;242;0.36;0.18;0.55;0.36;0.55;0.29;0.20;0.50;0.29;0.50
2509;Trivante Stewart;JAM;FW,MF;Salernitana;it Serie A;23;2000;4;0;100;1.1;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.1;2;0;6;0.00;0.00;0.00;0.00;0.00;0.06;0.05;0.12;0.06;0.12
2510;Angelo Stiller;GER;MF;Hoffenheim;de Bundesliga;22;2001;1;1;84;0.9;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;2;7;3;0.00;0.00;0.00;0.00;0.00;0.09;0.03;0.12;0.09;0.12
2511;Angelo Stiller;GER;MF;Stuttgart;de Bundesliga;22;2001;31;30;2694;29.9;1;5;6;1;0;0;5;0;1.6;1.6;5.1;6.7;37;220;71;0.03;0.17;0.20;0.03;0.20;0.05;0.17;0.22;0.05;0.22
2512;Kevin Stöger;AUT;MF;Bochum;de Bundesliga;29;1993;32;32;2668;29.6;7;10;17;3;4;4;8;0;6.2;3.1;9.9;12.9;81;283;139;0.24;0.34;0.57;0.10;0.44;0.21;0.33;0.54;0.10;0.44
2513;Filip Stojilković;SUI;FW,MF;Darmstadt 98;de Bundesliga;23;2000;6;0;154;1.7;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;4;3;10;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.11;0.11;0.11
2514;John Stones;ENG;DF,MF;Manchester City;eng Premier League;29;1994;16;12;1064;11.8;1;0;1;1;0;0;2;0;1.0;1.0;0.2;1.3;16;57;24;0.08;0.00;0.08;0.08;0.08;0.09;0.02;0.11;0.09;0.11
2515;Thomas Strakosha;ALB;GK;Brentford;eng Premier League;28;1995;2;1;135;1.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2516;Jørgen Strand Larsen;NOR;FW;Celta Vigo;es La Liga;23;2000;37;36;2863;31.8;13;3;16;13;0;0;5;0;14.5;14.5;2.5;17.0;33;25;183;0.41;0.09;0.50;0.41;0.50;0.46;0.08;0.54;0.46;0.54
2517;Gabriel Strefezza;BRA;FW;Lecce;it Serie A;26;1997;19;13;1112;12.4;1;0;1;0;1;1;4;0;2.5;1.7;1.2;2.8;34;54;81;0.08;0.00;0.08;0.00;0.00;0.20;0.09;0.29;0.14;0.23
2518;Kevin Strootman;NED;MF;Genoa;it Serie A;33;1990;27;15;1207;13.4;0;2;2;0;0;0;4;0;0.1;0.1;1.3;1.4;13;61;22;0.00;0.15;0.15;0.00;0.15;0.01;0.10;0.10;0.01;0.10
2519;Cristhian Stuani;URU;FW;Girona;es La Liga;36;1986;31;5;804;8.9;9;3;12;9;0;0;6;0;9.6;9.6;1.9;11.5;3;5;24;1.01;0.34;1.34;1.01;1.34;1.08;0.21;1.29;1.08;1.29
2520;Álex Suárez;ESP;DF;Las Palmas;es La Liga;30;1993;32;30;2562;28.5;2;0;2;2;0;0;7;0;1.2;1.2;0.2;1.4;12;109;15;0.07;0.00;0.07;0.07;0.07;0.04;0.01;0.05;0.04;0.05
2521;Damián Suárez;URU;DF;Getafe;es La Liga;35;1988;16;15;1299;14.4;0;2;2;0;0;0;7;1;0.3;0.3;0.8;1.2;20;58;47;0.00;0.14;0.14;0.00;0.14;0.02;0.06;0.08;0.02;0.08
2522;Denis Suárez;ESP;MF,FW;Villarreal;es La Liga;29;1994;4;1;133;1.5;0;0;0;0;0;0;0;0;0.1;0.1;0.3;0.4;4;13;7;0.00;0.00;0.00;0.00;0.00;0.06;0.18;0.24;0.06;0.24
2523;Gabriel Suazo;CHI;DF;Toulouse;fr Ligue 1;25;1997;31;27;2357;26.2;0;4;4;0;0;0;5;0;0.7;0.7;3.0;3.7;44;114;166;0.00;0.15;0.15;0.00;0.15;0.03;0.12;0.14;0.03;0.14
2524;Isaac Success;NGA;FW,MF;Udinese;it Serie A;27;1996;27;9;880;9.8;1;1;2;1;0;1;4;0;2.7;1.9;1.1;3.0;15;17;51;0.10;0.10;0.20;0.10;0.20;0.28;0.11;0.39;0.20;0.31
2525;Niklas Süle;GER;DF;Dortmund;de Bundesliga;27;1995;23;14;1514;16.8;1;0;1;1;0;0;0;0;0.4;0.4;0.2;0.6;19;83;9;0.06;0.00;0.06;0.06;0.06;0.03;0.01;0.04;0.03;0.04
2526;Ibrahim Sulemana;GHA;MF;Cagliari;it Serie A;20;2003;21;16;1339;14.9;2;0;2;2;0;0;4;0;0.8;0.8;0.1;0.9;15;27;14;0.13;0.00;0.13;0.13;0.13;0.05;0.01;0.06;0.05;0.06
2527;Tomáš Suslov;SVK;MF,FW;Hellas Verona;it Serie A;21;2002;32;23;2092;23.2;3;5;8;2;1;1;7;0;3.5;2.6;3.6;6.2;46;64;74;0.13;0.22;0.34;0.09;0.30;0.15;0.15;0.31;0.11;0.26
2528;Suso;ESP;MF,FW;Sevilla;es La Liga;29;1993;29;15;1517;16.9;1;4;5;1;0;0;5;1;1.4;1.4;3.9;5.3;41;110;109;0.06;0.24;0.30;0.06;0.30;0.08;0.23;0.32;0.08;0.32
2529;Mattias Svanberg;SWE;MF;Wolfsburg;de Bundesliga;24;1999;25;20;1715;19.1;1;3;4;1;0;0;8;0;3.0;3.0;2.3;5.3;28;84;52;0.05;0.16;0.21;0.05;0.21;0.15;0.12;0.28;0.15;0.28
2531;Mile Svilar;SRB;GK;Roma;it Serie A;23;1999;15;15;1350;15.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2532;Williot Swedberg;SWE;FW,MF;Celta Vigo;es La Liga;19;2004;15;4;439;4.9;5;0;5;5;0;0;1;0;2.3;2.3;0.2;2.5;7;6;26;1.03;0.00;1.03;1.03;1.03;0.47;0.04;0.51;0.47;0.51
2533;Karol Świderski;POL;FW,MF;Hellas Verona;it Serie A;26;1997;15;3;504;5.6;2;0;2;2;0;0;0;0;1.7;1.7;0.4;2.2;3;13;19;0.36;0.00;0.36;0.36;0.36;0.31;0.08;0.39;0.31;0.39
2534;Abakar Sylla;CIV;DF;Strasbourg;fr Ligue 1;20;2002;22;19;1792;19.9;2;0;2;2;0;0;4;0;1.6;1.6;0.5;2.0;8;72;2;0.10;0.00;0.10;0.10;0.10;0.08;0.02;0.10;0.08;0.10
2535;Dembo Sylla;GUI;DF;Lorient;fr Ligue 1;20;2002;1;0;45;0.5;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;1;6;0.00;0.00;0.00;0.00;0.00;0.21;0.00;0.21;0.21;0.21
2536;Issiaga Sylla;GUI;DF,FW;Montpellier;fr Ligue 1;29;1994;19;17;1455;16.2;1;2;3;1;0;0;3;0;1.4;1.4;1.7;3.1;29;43;51;0.06;0.12;0.19;0.06;0.19;0.09;0.11;0.19;0.09;0.19
2537;Mamadou Sylla;SEN;FW,MF;Alavés;es La Liga;29;1994;2;0;18;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2538;Attila Szalai;HUN;DF;Hoffenheim;de Bundesliga;25;1998;4;4;288;3.2;0;0;0;0;0;0;1;0;0.0;0.0;0.5;0.5;2;13;3;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.16;0.00;0.16
2539;Attila Szalai;HUN;DF;Freiburg;de Bundesliga;25;1998;3;0;103;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;1;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.11;0.00;0.11
2540;Wojciech Szczęsny;POL;GK;Juventus;it Serie A;33;1990;35;35;3150;35.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2541;Dominik Szoboszlai;HUN;MF;Liverpool;eng Premier League;22;2000;33;25;2104;23.4;3;2;5;3;0;0;1;0;3.7;3.7;5.8;9.5;75;152;160;0.13;0.09;0.21;0.13;0.21;0.16;0.25;0.40;0.16;0.40
2542;Przemysław Szymiński;POL;MF;Frosinone;it Serie A;29;1994;1;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2543;Alexander Sørloth;NOR;FW;Villarreal;es La Liga;27;1995;34;30;2489;27.7;23;6;29;23;0;0;3;0;12.3;12.3;4.4;16.7;48;40;159;0.83;0.22;1.05;0.83;1.05;0.44;0.16;0.60;0.44;0.60
2544;Musa Al-Taamari;JOR;FW;Montpellier;fr Ligue 1;26;1997;27;24;1928;21.4;5;2;7;5;0;0;0;0;3.6;3.6;3.5;7.1;81;54;168;0.23;0.09;0.33;0.23;0.33;0.17;0.16;0.33;0.17;0.33
2545;Nicolás Tagliafico;ARG;DF;Lyon;fr Ligue 1;30;1992;25;25;2123;23.6;3;1;4;3;0;0;7;1;2.6;2.6;1.0;3.5;32;105;119;0.13;0.04;0.17;0.13;0.17;0.11;0.04;0.15;0.11;0.15
2546;Jonathan Tah;GER;DF;Leverkusen;de Bundesliga;27;1996;31;30;2631;29.2;4;1;5;4;0;0;6;0;2.1;2.1;0.3;2.3;17;133;4;0.14;0.03;0.17;0.14;0.17;0.07;0.01;0.08;0.07;0.08
2547;Montassar Talbi;TUN;DF;Lorient;fr Ligue 1;25;1998;25;25;2204;24.5;0;0;0;0;0;0;2;0;0.6;0.6;0.2;0.8;15;88;7;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03
2548;Yassin Tallal;ESP;FW;Getafe;es La Liga;18;2005;1;0;3;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2549;Adrien Tameze;CMR;DF,MF;Torino;it Serie A;29;1994;29;25;2146;23.8;0;2;2;0;0;0;6;1;0.7;0.7;2.2;2.9;22;90;39;0.00;0.08;0.08;0.00;0.08;0.03;0.09;0.12;0.03;0.12
2550;Renato Tapia;PER;MF,DF;Celta Vigo;es La Liga;28;1995;21;15;1337;14.9;0;0;0;0;0;0;5;1;1.0;1.0;0.6;1.6;9;61;14;0.00;0.00;0.00;0.00;0.00;0.07;0.04;0.11;0.07;0.11
2551;Edmond Tapsoba;BFA;DF;Leverkusen;de Bundesliga;24;1999;28;23;2087;23.2;0;1;1;0;0;0;4;0;1.0;1.0;1.0;2.0;49;164;12;0.00;0.04;0.04;0.00;0.04;0.04;0.04;0.08;0.04;0.08
2552;Matt Targett;ENG;DF;Newcastle Utd;eng Premier League;27;1995;3;1;78;0.9;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03
2553;Oussama Targhalline;MAR;MF;Le Havre;fr Ligue 1;21;2002;14;12;1025;11.4;0;0;0;0;0;0;4;1;0.2;0.2;0.4;0.6;27;70;15;0.00;0.00;0.00;0.00;0.00;0.02;0.03;0.05;0.02;0.05
2554;James Tarkowski;ENG;DF;Everton;eng Premier League;30;1992;38;38;3419;38.0;1;1;2;1;0;0;11;0;2.6;2.6;2.5;5.1;15;130;20;0.03;0.03;0.05;0.03;0.05;0.07;0.06;0.13;0.07;0.13
2555;César Tárrega;ESP;DF;Valencia;es La Liga;21;2002;1;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2556;Jimi Tauriainen;ENG;FW;Chelsea;eng Premier League;19;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2557;Nuno Tavares;POR;DF;Nott'ham Forest;eng Premier League;23;2000;8;5;457;5.1;0;0;0;0;0;0;2;0;0.2;0.2;0.5;0.7;14;24;12;0.00;0.00;0.00;0.00;0.00;0.03;0.10;0.13;0.03;0.13
2558;Marcus Tavernier;ENG;FW;Bournemouth;eng Premier League;24;1999;30;25;2118;23.5;3;4;7;3;0;0;3;0;3.9;3.9;5.2;9.1;79;84;171;0.13;0.17;0.30;0.13;0.30;0.17;0.22;0.39;0.17;0.39
2559;Elayis Tavsan;NED;MF,FW;Hellas Verona;it Serie A;22;2001;3;0;50;0.6;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;2;2;1;0.00;0.00;0.00;0.00;0.00;0.19;0.00;0.19;0.19;0.19
2560;Charlie Taylor;ENG;DF;Burnley;eng Premier League;29;1993;28;25;2331;25.9;1;1;2;1;0;0;8;0;0.2;0.2;1.2;1.5;36;82;81;0.04;0.04;0.08;0.04;0.08;0.01;0.05;0.06;0.01;0.06
2561;Marciano Tchami;GNB;FW,MF;Almería;es La Liga;19;2004;6;0;43;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;1;1;3;0.00;0.00;0.00;0.00;0.00;0.06;0.10;0.17;0.06;0.17
2562;Loum Tchaouna;FRA;FW,MF;Salernitana;it Serie A;19;2003;33;23;2100;23.3;4;3;7;4;0;0;4;0;2.6;2.6;1.5;4.1;72;59;151;0.17;0.13;0.30;0.17;0.30;0.11;0.06;0.18;0.11;0.18
2563;Jackson Tchatchoua;CMR;DF;Hellas Verona;it Serie A;21;2001;26;19;1725;19.2;0;2;2;0;0;0;2;0;0.0;0.0;1.3;1.3;34;53;66;0.00;0.10;0.10;0.00;0.10;0.00;0.07;0.07;0.00;0.07
2564;Enzo Tchato;CMR;DF;Montpellier;fr Ligue 1;20;2002;17;11;1125;12.5;0;0;0;0;0;0;2;0;0.3;0.3;0.3;0.6;26;46;57;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.05;0.03;0.05
2565;Aurélien Tchouaméni;FRA;MF,DF;Real Madrid;es La Liga;23;2000;27;22;1987;22.1;3;1;4;3;0;0;7;0;1.3;1.3;0.9;2.1;28;111;15;0.14;0.05;0.18;0.14;0.18;0.06;0.04;0.10;0.06;0.10
2566;Mathys Tel;FRA;FW,MF;Bayern Munich;de Bundesliga;18;2005;30;6;1050;11.7;7;5;12;7;0;0;2;0;3.7;3.7;2.3;6.0;45;27;122;0.60;0.43;1.03;0.60;1.03;0.32;0.20;0.52;0.32;0.52
2567;Nathan Tella;NGA;DF,MF;Leverkusen;de Bundesliga;24;1999;24;8;819;9.1;5;2;7;5;0;0;2;0;3.5;3.5;3.2;6.7;35;28;114;0.55;0.22;0.77;0.55;0.77;0.38;0.35;0.73;0.38;0.73
2568;Nahuel Tenaglia;ARG;DF;Alavés;es La Liga;27;1996;25;11;1141;12.7;1;0;1;1;0;0;5;0;0.6;0.6;0.5;1.2;17;45;24;0.08;0.00;0.08;0.08;0.08;0.05;0.04;0.09;0.05;0.09
2569;Arnau Tenas;ESP;GK;Paris S-G;fr Ligue 1;22;2001;6;5;529;5.9;0;1;1;0;0;0;0;0;0.0;0.0;0.8;0.8;0;0;0;0.00;0.17;0.17;0.00;0.17;0.00;0.13;0.13;0.00;0.13
2570;Marc-André ter Stegen;GER;GK;Barcelona;es La Liga;31;1992;28;28;2520;28.0;0;0;0;0;0;0;3;0;0.0;0.0;0.1;0.1;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2571;Filippo Terracciano;ITA;DF;Hellas Verona;it Serie A;20;2003;18;14;1296;14.4;0;1;1;0;0;0;1;0;0.3;0.3;1.0;1.3;26;51;28;0.00;0.07;0.07;0.00;0.07;0.02;0.07;0.09;0.02;0.09
2572;Filippo Terracciano;ITA;DF,FW;Milan;it Serie A;20;2003;3;1;76;0.8;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2573;Pietro Terracciano;ITA;GK;Fiorentina;it Serie A;33;1990;33;33;2970;33.0;0;0;0;0;0;0;3;0;0.0;0.0;0.2;0.2;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
2574;Ramón Terrats;ESP;MF,DF;Villarreal;es La Liga;22;2000;19;6;785;8.7;0;2;2;0;0;0;4;0;0.4;0.4;1.6;1.9;19;38;54;0.00;0.23;0.23;0.00;0.23;0.04;0.18;0.22;0.04;0.22
2575;Martin Terrier;FRA;FW,MF;Rennes;fr Ligue 1;26;1997;24;19;1527;17.0;7;3;10;7;0;0;2;1;5.2;5.2;2.6;7.8;28;58;112;0.41;0.18;0.59;0.41;0.59;0.31;0.15;0.46;0.31;0.46
2576;Kenny Tete;NED;DF;Fulham;eng Premier League;27;1995;14;10;867;9.6;1;0;1;1;0;0;2;0;0.9;0.9;0.4;1.2;20;54;38;0.10;0.00;0.10;0.10;0.10;0.09;0.04;0.13;0.09;0.13
2577;Benjamin Tetteh;GHA;FW,MF;Metz;fr Ligue 1;26;1997;12;1;278;3.1;0;0;0;0;0;0;2;0;0.3;0.3;0.1;0.3;3;6;13;0.00;0.00;0.00;0.00;0.00;0.08;0.03;0.11;0.08;0.11
2578;Teddy Teuma;MLT;MF;Reims;fr Ligue 1;29;1993;28;25;2113;23.5;6;3;9;5;1;1;7;0;3.1;2.3;3.7;6.0;29;157;112;0.26;0.13;0.38;0.21;0.34;0.13;0.16;0.29;0.10;0.26
2579;Florian Thauvin;FRA;FW;Udinese;it Serie A;30;1993;29;19;1710;19.0;5;3;8;4;1;1;4;0;4.7;3.9;4.2;8.2;71;69;97;0.26;0.16;0.42;0.21;0.37;0.25;0.22;0.47;0.21;0.43
2580;Arthur Theate;BEL;DF;Rennes;fr Ligue 1;23;2000;28;27;2296;25.5;2;0;2;2;0;0;4;0;1.9;1.9;0.8;2.7;33;151;24;0.08;0.00;0.08;0.08;0.08;0.07;0.03;0.11;0.07;0.11
2581;Norman Theuerkauf;GER;MF,DF;Heidenheim;de Bundesliga;36;1987;25;14;1259;14.0;0;1;1;0;0;0;3;0;0.4;0.4;0.8;1.2;15;46;17;0.00;0.07;0.07;0.00;0.07;0.03;0.06;0.09;0.03;0.09
2582;Malick Thiaw;GER;DF;Milan;it Serie A;21;2001;21;19;1619;18.0;0;1;1;0;0;0;5;1;0.6;0.6;0.1;0.7;15;70;1;0.00;0.06;0.06;0.00;0.06;0.03;0.01;0.04;0.03;0.04
2583;Jan Thielmann;GER;FW,DF;Köln;de Bundesliga;21;2002;22;20;1579;17.5;1;0;1;1;0;0;4;1;2.3;2.3;1.1;3.3;46;51;69;0.06;0.00;0.06;0.06;0.06;0.13;0.06;0.19;0.13;0.19
2584;Denis Thomalla;GER;MF,FW;Heidenheim;de Bundesliga;30;1992;21;3;446;5.0;0;0;0;0;0;0;0;0;0.3;0.3;0.4;0.7;3;22;19;0.00;0.00;0.00;0.00;0.00;0.06;0.08;0.13;0.06;0.13
2585;Luke Thomas;ENG;DF;Sheffield Utd;eng Premier League;22;2001;12;11;917;10.2;0;0;0;0;0;0;3;0;0.5;0.5;0.1;0.6;8;33;22;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.06;0.05;0.06
2586;Adrien Thomasson;FRA;MF;Lens;fr Ligue 1;29;1993;29;13;1193;13.3;1;2;3;1;0;0;2;1;3.8;3.8;3.9;7.7;20;68;121;0.08;0.15;0.23;0.08;0.23;0.29;0.29;0.58;0.29;0.58
2587;Morten Thorsby;NOR;MF;Genoa;it Serie A;27;1996;24;9;1157;12.9;2;2;4;2;0;0;2;0;1.8;1.8;1.4;3.2;6;28;39;0.16;0.16;0.31;0.16;0.31;0.14;0.11;0.25;0.14;0.25
2588;Kristian Thorstvedt;NOR;MF;Sassuolo;it Serie A;24;1999;34;30;2397;26.6;6;1;7;6;0;0;7;0;4.4;4.4;1.6;5.9;30;130;94;0.23;0.04;0.26;0.23;0.26;0.16;0.06;0.22;0.16;0.22
2589;Khéphren Thuram;FRA;MF;Nice;fr Ligue 1;22;2001;27;25;2108;23.4;1;1;2;1;0;0;7;0;3.4;3.4;3.7;7.0;67;104;57;0.04;0.04;0.09;0.04;0.09;0.14;0.16;0.30;0.14;0.30
2590;Marcus Thuram;FRA;FW;Inter;it Serie A;25;1997;35;34;2687;29.9;13;7;20;13;0;0;3;0;14.3;14.3;3.7;18.0;68;47;192;0.44;0.23;0.67;0.44;0.67;0.48;0.12;0.60;0.48;0.60
2591;Cheikh Tidiane Sabaly;SEN;FW,MF;Metz;fr Ligue 1;24;1999;29;17;1379;15.3;3;1;4;3;0;0;4;0;2.7;2.7;1.2;3.8;37;36;75;0.20;0.07;0.26;0.20;0.26;0.17;0.08;0.25;0.17;0.25
2592;Youri Tielemans;BEL;MF,FW;Aston Villa;eng Premier League;26;1997;32;17;1622;18.0;2;6;8;2;0;0;3;0;1.3;1.3;2.6;3.9;23;128;46;0.11;0.33;0.44;0.11;0.44;0.07;0.14;0.21;0.07;0.21
2593;Kieran Tierney;SCO;DF;Real Sociedad;es La Liga;26;1997;20;14;1238;13.8;0;2;2;0;0;0;1;0;0.2;0.2;0.6;0.8;22;77;39;0.00;0.15;0.15;0.00;0.15;0.01;0.05;0.06;0.01;0.06
2594;Phillip Tietz;GER;FW;Augsburg;de Bundesliga;26;1997;34;31;2382;26.5;8;4;12;8;0;0;1;0;8.2;8.2;2.6;10.8;19;51;115;0.30;0.15;0.45;0.30;0.45;0.31;0.10;0.41;0.31;0.41
2595;Steffen Tigges;GER;FW;Köln;de Bundesliga;25;1998;25;6;727;8.1;3;0;3;3;0;0;0;0;2.6;2.6;1.6;4.1;9;10;48;0.37;0.00;0.37;0.37;0.37;0.32;0.19;0.51;0.32;0.51
2596;Antonio Tikvić;CRO;DF;Udinese;it Serie A;19;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2597;Jurriën Timber;NED;DF;Arsenal;eng Premier League;22;2001;2;1;71;0.8;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;8;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2598;Jean-Clair Todibo;FRA;DF;Nice;fr Ligue 1;23;1999;30;30;2651;29.5;0;2;2;0;0;0;2;1;0.6;0.6;1.6;2.2;32;150;11;0.00;0.07;0.07;0.00;0.07;0.02;0.06;0.08;0.02;0.08
2599;Harry Toffolo;ENG;DF;Nott'ham Forest;eng Premier League;27;1995;23;15;1459;16.2;1;3;4;1;0;0;3;0;1.6;1.6;1.5;3.2;10;42;34;0.06;0.19;0.25;0.06;0.25;0.10;0.10;0.20;0.10;0.20
2600;Umut Tohumcu;GER;MF;Hoffenheim;de Bundesliga;18;2004;20;12;1011;11.2;0;2;2;0;0;0;5;0;0.5;0.5;1.1;1.6;18;46;27;0.00;0.18;0.18;0.00;0.18;0.04;0.10;0.14;0.04;0.14
2601;Corentin Tolisso;FRA;MF;Lyon;fr Ligue 1;28;1994;25;21;1741;19.3;2;1;3;1;1;1;5;0;3.2;2.4;1.8;4.2;30;153;67;0.10;0.05;0.16;0.05;0.10;0.17;0.09;0.26;0.13;0.22
